Country Name,Country Code,broadband_subscriptions,capital_formation,credit_to_private_sector,fdi_inflows,gdp_growth,high_tech_exports,ict_imports,inflation_rate,internet_usage_rate,labor_productivity,market_capitalisation,rd_expenditure,real_interest_rate,secure_servers_density,stock_market_liquidity,tertiary_enrollment,Income Group
Curacao,CUW,31.5126707545287,34.0473569436101,80.29858548433496,4.347105970852,5.02690000000014,18.72486896696065,7.4332355864194035,2.62220783425058,68.1272162511339,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,5071.58565594004,42.52544933085052,70.22741877743557,High income
Cyprus,CYP,37.5627069536424,20.5485311273581,56.6577631532363,-133.824278977736,3.94077381708404,18.0329234506901,3.81,1.80023018624815,89.60099246,70318.1942468984,29.0384363308674,0.68145,2.785426538579276,221297.933713323,0.407604363384026,120.87727355957,High income
Czechia,CZE,38.8656371139002,26.4879424582154,48.0273753411926,3.76083530894919,1.23308611983484,22.4045215279558,16.72,2.43531202435314,87.68776014,96011.8930320909,9.9762886985348,1.83369,0.776963848316288,79335.8806598204,1.04036761392615,66.7282867431641,High income
Denmark,DNK,43.3933280824544,23.3320384051141,144.062236896793,4.29658848924698,3.47783593140312,17.6194498489345,6.89,1.37220049768925,99.76915157,137639.68530386,88.88169552269352,3.04841,2.785426538579276,246545.586810222,42.52544933085052,78.9604110717773,High income
Djibouti,DJI,1.47205761945073,24.1649469069389,23.1025276600186,1.63337101411676,6.98048467276334,3.27550022198031,4.164651162790698,2.1120116728497,65.29889679,41264.4546568382,29.275103729502298,0.28836375,2.9678599520017483,114.655153235757,7.1222559820276485,24.818969647118575,Lower middle income
Dominica,DMA,20.86014425523,22.565574471616195,39.3862299594619,8.70431929375585,2.052738472526,2.88328233207454,6.272045454545455,2.56921890367725,82.04689789,47394.254131497,46.000353126090864,0.48109393939393935,3.36937431731501,62865.3424967903,23.542281764170973,52.60999624279,Upper middle income
Dominican Republic,DOM,11.2045645451604,26.1210921622134,31.9220864876323,3.6013993607877,4.95352204492849,7.68868351413961,2.87,3.30223338951227,91.0022446,53911.1123091322,46.000353126090864,0.48109393939393935,10.5315509404639,180.878555232759,23.542281764170973,57.6509476207267,Upper middle income
Ecuador,ECU,17.246394056997,18.4101486634308,56.1805159157774,0.355365031150455,-2.00125476341026,9.99836390672699,5.8,1.54732515615369,77.17273115,29604.5308592121,46.000353126090864,0.48109393939393935,4.600266996750749,490.861062498601,23.542281764170973,67.8851161961618,Upper middle income
"Egypt, Arab Rep.",EGY,11.6871225241757,11.6981379076204,27.5692279729149,11.9719350883142,2.3991692678251,3.81290087814207,2.55,28.2705899322082,74.64839935,59440.8082144077,10.9482675534796,1.01757,-7.03099094109377,82.2047640355153,5.21726074209017,38.0398346509947,Lower middle income
El Salvador,SLV,12.4640729621203,22.1882903303157,62.4875657227945,2.61241857793703,2.60202016121069,5.47333119441725,5.38,0.853782292567288,66.47769928,25908.0464718549,46.000353126090864,0.10152,4.600266996750749,191.221693627821,23.542281764170973,32.8347079463918,Upper middle income
Equatorial Guinea,GNQ,0.10069058437688,9.07181309458443,5.90842492713663,1.47277889961866,0.907248245986736,11.040490702600541,6.272045454545455,2.92140227309103,63.29930115,44117.9180700146,46.000353126090864,0.48109393939393935,4.600266996750749,66.5780368567558,23.542281764170973,52.60999624279,Upper middle income
Eritrea,ERI,0.165393390775689,19.542756224681025,13.230568218637636,3.7425430963412447,3.5201140866674123,2.7044318859632672,2.751764705882353,18.61965671931187,14.34939957,7662.032893999117,19.3294215119713,0.22201,7.938927630126774,1.97986029540081,0.307964508763167,3.20262002944946,Low income
Estonia,EST,35.3527186879385,23.8965498272625,60.5354220304166,-7.97097840452121,-0.0900428648493801,18.382980141257,6.13,3.5194118998392,92.23796204,80735.320538645,88.88169552269352,1.83878,2.785426538579276,139022.298393767,42.52544933085052,65.6692276000977,High income
Eswatini,SWZ,2.5065536335855,16.0703120268798,21.6231408755943,1.55448906259813,2.97391075973985,0.285307158606886,2.73,2.59801620311077,63.40309906,46542.5338907203,29.275103729502298,0.28836375,9.39270668201632,116.669965610522,7.1222559820276485,24.818969647118575,Lower middle income
Ethiopia,ETH,0.593917449513598,20.5754723153175,55.2254040946739,2.68582028016447,7.61277447511073,3.75062055802087,3.36,21.037746057771,21.94129944,7172.66580809974,56.16202608388347,0.27437,-89.4708018720893,23.7316790056127,24.615273346692273,48.394340771260765,Middle income
Faroe Islands,FRO,34.5873988631945,22.253515787122474,80.29858548433496,-10.248023149210306,0.843716851362103,18.72486896696065,7.4332355864194035,2.377927165352188,97.5819589384468,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,11411.6420694574,42.52544933085052,70.22741877743557,High income
Fiji,FJI,1.80009560888215,22.565574471616195,115.346328808796,3.41161017865705,3.53085896076352,2.99874841417736,4.13,3.89084237884105,74.7052002,34428.3497317922,46.000353126090864,0.48109393939393935,-1.45418747666566,221.795379765371,23.542281764170973,75.0089752283697,Upper middle income
Finland,FIN,36.4765341417867,21.9949775875751,92.0344393994847,2.92666706920425,0.416171964862073,9.28522659633957,5.73,1.56568906231615,93.72405196,119913.019988869,88.88169552269352,3.0938,2.785426538579276,177933.600727841,42.52544933085052,110.304496765137,High income
France,FRA,48.9251978969333,22.096846539157,107.58266062477,1.64700185498585,1.19046798275883,23.1371073769038,5.35,1.99904942291462,88.65381638,127331.963264779,85.0578939321398,2.17832,2.785426538579276,57274.6363971705,42.52544933085052,71.5346908569336,High income
French Polynesia,PYF,35.5533975056738,21.9053653809211,80.29858548433496,-0.219284661446365,1.12638897730247,1.92522086808869,4.49,2.377927165352188,72.7038953132942,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,2771.40028459194,42.52544933085052,70.22741877743557,High income
Gabon,GAB,4.6941021334787,19.1352290512735,13.3764779657931,5.47750591310442,3.39403899592401,1.77313570365975,6.272045454545455,1.17311998381218,68.72090149,72658.8844625523,46.000353126090864,0.48109393939393935,4.600266996750749,87.0437881456601,23.542281764170973,52.60999624279,Upper middle income
"Gambia, The",GMB,0.518552979215852,29.9390742710396,9.40397496277796,9.66186331873299,5.55126069510321,3.34757896376015,0.87,11.5610532897511,49.49430084,11518.1758517723,19.3294215119713,0.06933,15.3152950102071,58.6959073735103,0.307964508763167,13.4765901565552,Low income
Georgia,GEO,30.4157660721649,21.3178430978306,68.288927581665,4.68837813919395,9.67979387500691,3.78381539474497,5.13,1.10971758022096,83.79855689,55209.4484289924,46.000353126090864,0.26435,9.61108446916075,5454.97744729977,23.542281764170973,89.4861221313477,Upper middle income
Germany,DEU,45.6069242965787,20.4603173503166,77.253484574492,1.01586176558023,-0.495851897260366,17.9772990379432,7.48,2.2564981433876,93.49999579,123471.847647958,43.6283922696023,3.1539,2.785426538579276,152113.844011812,19.7199823641712,76.7096862792969,High income
Ghana,GHA,0.664728986034211,9.85797271154309,9.03066314422754,2.14505298599888,5.59045469593266,2.11003762211445,2.47,22.8483281157842,72.17569733,19154.8754534753,9.20351586791595,0.28836375,2.9678599520017483,48.9145074910361,0.0954097957434273,21.330810546875,Lower middle income
Gibraltar,GIB,60.9747666781887,22.253515787122474,80.29858548433496,-10.248023149210306,2.827305978218717,18.72486896696065,7.4332355864194035,2.377927165352188,94.4444715818151,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,8187.34267334537,42.52544933085052,70.22741877743557,High income
Greece,GRC,44.6759828527928,16.0395231559948,48.5410004453358,2.6312519942121,2.0865743380603,15.011494857431,3.97,2.74101875679477,86.26968886,91704.636120514,32.469395361302,1.4943,2.785426538579276,15657.9434729048,9.06818125589741,165.113418579102,High income
Greenland,GRL,31.9842829076621,34.6866559913434,80.29858548433496,-10.248023149210306,0.865961986998158,1.70924920520931,3.67,2.377927165352188,69.4824617821988,114650.04725444871,88.88169552269352,1.6938194827586206,2.785426538579276,3905.97508621296,42.52544933085052,70.22741877743557,High income
Grenada,GRD,29.767433903843,22.565574471616195,54.851357115475,11.9486288193338,3.96332516398188,6.4434446202485,3.51,1.08615365134737,70.16159821,47394.254131497,46.000353126090864,0.48109393939393935,8.24766359660216,742.276485192864,23.542281764170973,99.9891967773438,Upper middle income
